title,price,mileage,location
2019 Ford Fiesta SE,Not Priced,"85,000 mi.","Austin, TX (778 mi.)"
2019 Ford Fiesta SE,"$11,500","58,450 mi.","Florissant, MO (786 mi.)"
2016 Ford Fiesta SE,"$6,999","107,165 mi.","Reno, NV (789 mi.)"
2018 Ford Fiesta SE,Not Priced,"156,031 mi.","Springfield, IL (815 mi.)"
2015 Ford Fiesta S,"$5,995","103,243 mi.","Glendale, CA (826 mi.)"
2015 Ford Fiesta S,"$6,495","132,934 mi.","Costa Mesa, CA (831 mi.)"
2017 Ford Fiesta SE,"$8,744","89,443 mi.","Madison, WI (844 mi.)"
2011 Ford Fiesta SE,"$4,834","117,714 mi.","Belvidere, IL (857 mi.)"
2019 Ford Fiesta SE,"$13,495","16,798 mi.","Houston, TX (868 mi.)"
2019 Ford Fiesta S,"$8,995","17,406 mi.","Roseville, CA (876 mi.)"
2017 Ford Fiesta SE,"$9,495","52,990 mi.","Naperville, IL (888 mi.)"
2015 Ford Fiesta SE,"$7,991","66,867 mi.","Romeoville, IL (891 mi.)"
2016 Ford Fiesta SE 4dr Sedan,"$3,995","141,394 mi.","Pasadena, TX (891 mi.)"
2019 Ford Fiesta SE,"$7,995","51,063 mi.","Roselle, IL (892 mi.)"
2014 Ford Fiesta SE,"$7,732","69,809 mi.","Downers Grove, IL (896 mi.)"
2019 Ford Fiesta SE,"$8,550","67,723 mi.","Addison, IL (898 mi.)"
2011 Ford Fiesta SE,Not Priced,"107,156 mi.","Highland Park, IL (909 mi.)"
2019 Ford Fiesta SE,"$8,495","95,941 mi.","Skokie, IL (913 mi.)"
2017 Ford Fiesta ST,"$15,000",890 mi.,"Chicago, IL (914 mi.)"
2011 Ford Fiesta SE,"$6,498","89,526 mi.","Santa Clara, CA (934 mi.)"
2017 Ford Fiesta S,"$9,000","48,000 mi.","San Mateo, CA (947 mi.)"
2019 Ford Fiesta SE,"$5,991","135,184 mi.","Indianapolis, IN (999 mi.)"
2011 Ford Fiesta SE,"$3,995","145,583 mi.","Roy, WA (1,011 mi.)"
2011 Ford Fiesta SEL,"$5,995","138,483 mi.","Roy, WA (1,011 mi.)"
2015 Ford Fiesta SE,"$12,689","71,411 mi.","Bowling Green, KY (1,022 mi.)"
2017 Ford Fiesta SE,Not Priced,"81,265 mi.","Hammond, LA (1,037 mi.)"
2019 Ford Fiesta SE,Not Priced,"92,647 mi.","Decatur, AL (1,052 mi.)"
2017 Ford Fiesta SE,"$7,995","99,584 mi.","Florence, KY (1,084 mi.)"
2011 Ford Fiesta SE,"$3,900","107,261 mi.","Jackson, MI (1,085 mi.)"
2018 Ford Fiesta SE,"$5,500","61,000 mi.","Birmingham, AL (1,092 mi.)"
2019 Ford Fiesta SE,"$11,984","49,885 mi.","Georgetown, KY (1,100 mi.)"
2011 Ford Fiesta S,Not Priced,"160,712 mi.","Ann Arbor, MI (1,114 mi.)"
2017 Ford Fiesta ST,"$10,995","104,965 mi.","Somerset, KY (1,115 mi.)"
2016 Ford Fiesta SE,Not Priced,"71,504 mi.","Pell City, AL (1,118 mi.)"
2013 Ford Fiesta Titanium,Not Priced,"161,493 mi.","Flint, MI (1,121 mi.)"
2015 Ford Fiesta SE,"$6,928","49,034 mi.","Toledo, OH (1,127 mi.)"
2014 Ford Fiesta SE,"$6,720","81,514 mi.","Wixom, MI (1,129 mi.)"
2016 Ford Fiesta S,"$7,990","73,436 mi.","Oneida, TN (1,132 mi.)"
2017 Ford Fiesta SE,"$7,997","61,129 mi.","Livonia, MI (1,137 mi.)"
2015 Ford Fiesta ST,"$11,199","97,857 mi.","Shelby Township, MI (1,156 mi.)"
2018 Ford Fiesta SE,"$9,549","85,358 mi.","Shelby Township, MI (1,156 mi.)"
2017 Ford Fiesta SE 4dr Hatchback,"$6,950","57,748 mi.","Columbus, OH (1,162 mi.)"
2018 Ford Fiesta SE,"$8,998","69,789 mi.","Montgomery, AL (1,163 mi.)"
2014 Ford Fiesta SE,"$3,995","137,208 mi.","Mansfield, OH (1,181 mi.)"
2015 Ford Fiesta S,"$7,999","48,988 mi.","Pensacola, FL (1,185 mi.)"
2013 Ford Fiesta SE,"$5,485","127,020 mi.","Acworth, GA (1,189 mi.)"
2014 Ford Fiesta S,"$5,000","86,687 mi.","Logan, OH (1,196 mi.)"
2018 Ford Fiesta SE,Not Priced,"110,156 mi.","Parma, OH (1,221 mi.)"
2014 Ford Fiesta ST,Not Priced,"219,000 mi.","Barberton, OH (1,229 mi.)"
2019 Ford Fiesta SE,"$5,999","87,779 mi.","Wickliffe, OH (1,235 mi.)"
2019 Ford Fiesta SE,"$9,990","64,201 mi.","Gaffney, SC (1,314 mi.)"
2017 Ford Fiesta SE,"$7,741","71,439 mi.","Bethel Park, PA (1,316 mi.)"
2014 Ford Fiesta SE Hatchback,"$7,957","95,937 mi.","Murrysville, PA (1,332 mi.)"
2014 Ford Fiesta SE,"$8,949","134,983 mi.","Christiansburg, VA (1,340 mi.)"
2017 Ford Fiesta SE,"$6,695","58,354 mi.","Belmont, NC (1,343 mi.)"
2018 Ford Fiesta S,"$5,700","41,000 mi.","Mt Pleasant, PA (1,345 mi.)"
2016 Ford Fiesta SE,Not Priced,"65,000 mi.","Johnstown, PA (1,373 mi.)"
2014 Ford Fiesta SE Sedan,"$3,995","41,913 mi.","Bedford, VA (1,376 mi.)"
2018 Ford Fiesta S,"$2,995","89,506 mi.","Bedford, VA (1,376 mi.)"
2015 Ford Fiesta SE,"$6,273","101,721 mi.","Front Royal, VA (1,427 mi.)"
2019 Ford Fiesta SE,Not Priced,"80,123 mi.","Savannah, GA (1,427 mi.)"
2012 Ford Fiesta SE,Not Priced,"132,739 mi.","Summerville, SC (1,450 mi.)"
2012 Ford Fiesta SES 4dr Hatchback,"$5,950","107,159 mi.","Fayetteville, NC (1,459 mi.)"
2019 Ford Fiesta SE,"$11,988","70,498 mi.","Raleigh, NC (1,460 mi.)"
2015 Ford Fiesta S,"$4,990","79,142 mi.","Stafford, VA (1,472 mi.)"
2018 Ford Fiesta ST,"$13,995","63,245 mi.","Jacksonville, FL (1,473 mi.)"
2017 Ford Fiesta ST,"$10,499","99,671 mi.","Gaithersburg, MD (1,475 mi.)"
2019 Ford Fiesta SE,"$9,988","74,253 mi.","Gaithersburg, MD (1,475 mi.)"
2019 Ford Fiesta SE,"$12,870","57,105 mi.","Selinsgrove, PA (1,477 mi.)"
2017 Ford Fiesta S,"$7,264","70,520 mi.","Gaithersburg, MD (1,478 mi.)"
2015 Ford Fiesta ST,Not Priced,"172,125 mi.","Woodbridge, VA (1,479 mi.)"
2013 Ford Fiesta SE,Not Priced,"160,123 mi.","Woodbridge, VA (1,479 mi.)"
2017 Ford Fiesta Titanium,"$10,000","62,535 mi.","Springfield, VA (1,482 mi.)"
2014 Ford Fiesta SE,"$4,900","107,970 mi.","Princeton, NC (1,492 mi.)"
2016 Ford Fiesta S,$499,"129,810 mi.","New Port Richey, FL (1,496 mi.)"
2016 Ford Fiesta SE,"$4,999","120,041 mi.","New Port Richey, FL (1,496 mi.)"
2012 Ford Fiesta SE,"$3,500","87,591 mi.","Essex, MD (1,513 mi.)"
2017 Ford Fiesta ST,"$11,998","80,268 mi.","Fallston, MD (1,515 mi.)"
2018 Ford Fiesta SE,Not Priced,"84,451 mi.","Hallstead, PA (1,524 mi.)"
2015 Ford Fiesta SE,Not Priced,"120,853 mi.","Elkton, MD (1,544 mi.)"
2017 Ford Fiesta SE,"$6,033","95,176 mi.","Sarasota, FL (1,550 mi.)"
2019 Ford Fiesta SE,"$3,500","85,376 mi.","Orlando, FL (1,550 mi.)"
2014 Ford Fiesta ST,"$9,995","96,585 mi.","Orlando, FL (1,551 mi.)"
2011 Ford Fiesta SE Hatchback,"$5,995","86,972 mi.","Moyock, NC (1,574 mi.)"
2016 Ford Fiesta Titanium,Not Priced,"52,118 mi.","Stratford, NJ (1,583 mi.)"
2018 Ford Fiesta SE,"$12,985","45,412 mi.","Melbourne, FL (1,596 mi.)"
2011 Ford Fiesta SE,"$4,455","141,049 mi.","Union, NJ (1,611 mi.)"
2019 Ford Fiesta SE,"$15,998","3,704 mi.","Smithtown, NY (1,668 mi.)"
2016 Ford Fiesta SE,"$4,866","117,823 mi.","Meriden, CT (1,681 mi.)"
2011 Ford Fiesta SES,Not Priced,"135,558 mi.","Hyannis, MA (1,808 mi.)"
2017 Ford Fiesta SE,"$9,982","32,090 mi.","Honolulu, HI (3,342 mi.)"
2014 Ford Fiesta ST,Not Priced,"91,785 mi.","Honolulu, HI (3,342 mi.)"
